[NH3]c1ccccc1N,OC(=O)c1cc(cc(c1[O])N(=O)=O)N(=O)=O,salt,1,ABULAM
NC(=O)c1cccnc1,OC(=O)c1cc2ccccc2cc1O,cocrystal,2,ABULEQ
NC(=O)c1cccnc1,Nc1ccc(cc1)C(O)=O,solvate,3,ABULIU
N(Nc1cc[nH]cc1)c1cc[nH]cc1,OC(=O)c1cc(C(=O)[O])c(cc1C(=O)[O])C(O)=O,salt,1,ABUMIX
c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21,OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,cocrystal,2,ABUNAM
c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21,O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,cocrystal,2,ABUNIU
c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21,OC(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,cocrystal,2,ABUNOA
c1ccc2c(c1)ccc1ccc3ccc4ccc5ccccc5c4c3c21,N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,cocrystal,2,ABUNUG
c1ccc2c(c1)ccc1ccccc21,OC(=O)c1cc(cc(c1)N(=O)=O)C(O)=O,cocrystal,2,ABUPES
FC(F)(F)C(=O)[O],Clc1ccc(cc1)C1[NH2]CCN2C=CC=C12,salt,1,ABUQAR
NNC(NN)=[NH]N,O=S(=O)([O])[O],solvate,3,ABUWAY
[NH3][NH]=C(NN)NN,O=S(=O)([O])[O],salt,1,ABUWEC
Oc1ccc(F)cc1C(=O)[O],Nc1cc[nH]cc1,salt,1,ACABUD
Oc1ccc(I)cc1C(=O)[O],Nc1cc[nH]cc1,salt,1,ACACAK
Nc1cc[nH]cc1,COc1ccc(O)c(c1)C(=O)[O],solvate,3,ACACIS
Cc1ccc(O)c(c1)C(=O)[O],Nc1cc[nH]cc1,salt,1,ACACOY
BrC1=C(Br)SC([S]1)=C1SC2=C(SCCS2)S1,Br[I]Br,salt,1,ACACUC
Oc1ccc(cc1C(=O)[O])N(=O)=O,Nc1cc[nH]cc1,salt,1,ACACUE
BrC1=C(Br)SC([S]1)=C1SC2=C(SCCS2)S1,I[I]I,salt,1,ACADAJ
[NH3]c1ccc(cc1)C(c1ccc([NH3])cc1)(c1ccc([NH3])cc1)c1ccc([NH3])cc1,O=S(=O)([O])c1ccc2cc(ccc2c1)S(=O)(=O)[O],salt,1,ACAFOD
CC(O)=CC(C)=O,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,cocrystal,2,ACAGAN
Cc1cc(C)c(c(C)c1)S(=O)(=O)[O],CN(C)c1ccc(cc1)C#Cc1cc[n](C)cc1,solvate,3,ACAHUK
NC(=O)[O],[NH4],salt,1,ACARBM
C[C](O)O,OS(=O)(=O)[O],salt,1,ACASUL
CCP(=O)[O],[NH3]c1ccccc1O,salt,1,ACAXAD
[OH3],Oc1c2cc(ccc2c(cc1N(=O)=O)N(=O)=O)S(=O)(=O)[O],solvate,3,ACAYIM
CC[N]12CCCCC1C1C[NH]3CCCCC3C(C1)C2,FC(F)(F)S(=O)(=O)[O],salt,1,ACELOK
CN1N=NC2=C(N=CN2C1=O)C(N)=O,COC(=O)N1C=NC(=C1N)C(N)=O,cocrystal,2,ACERAD
Nc1ccccc1C(O)=O,CN1N=NC2=C(N=CN2C1=O)C(N)=O,cocrystal,2,ACEREH
OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,solvate,3,ACEREJ
CN1N=NC2=C(N=CN2C1=O)C(N)=O,OC(=O)C=CC(O)=O,solvate,3,ACERUX
CN1N=NC2=C(N=CN2C1=O)C(N)=O,OC(C(O)C(O)=O)C(O)=O,cocrystal,2,ACESAE
CN1N=NC2=C(N=CN2C1=O)C(N)=O,OC(=O)C(O)=O,cocrystal,2,ACESEI
Oc1ccc(O)cc1,c1ccncc1,cocrystal,2,ACESIL
CN1N=NC2=C(N=CN2C1=O)C(N)=O,Nc1ccc(cc1)C(O)=O,solvate,3,ACESIM
CN1N=NC2=C(N=CN2C1=O)C(N)=O,OC(=O)c1ccc(O)cc1,solvate,3,ACESOS
CN1N=NC2=C(N=CN2C1=O)C(N)=O,OC(=O)c1ccccc1O,cocrystal,2,ACETAF
CN1N=NC2=C(N=CN2C1=O)C(N)=O,OC(C(O)C(O)=O)C(O)=O,cocrystal,2,ACETEJ
C[C](O)O,FS(=O)(=O)[O],salt,1,ACETFS
[NH3]C(C)c1ccccc1,COC(C)(C(=O)[O])c1ccc2ccccc2c1,salt,1,ACETIN
[NH3]C(C)c1ccc(C)cc1,COC(C)(C(=O)[O])c1cccc2ccccc12,salt,1,ACETOT
ClC1=C([O])C(=O)C(=C([O])C1=O)Cl,Cc1[nH]c(C)cc(C)c1,salt,1,ACEWIP
OC(=O)c1ccccc1SSc1ccccc1C(=O)[O],[nH]1ccc(cc1)c1cc[nH]cc1,solvate,3,ACEYEN
O=S(=O)([O])[O],NC1=[NH]C(=O)C=C(N)N1,solvate,3,ACEYUD
[NH3]c1ccc(cc1)S(N)(=O)=O,OC(=O)c1cc(cc(c1[O])N(=O)=O)N(=O)=O,salt,1,ACIFAT
CC[N](CC)(CC)CC,OC(=O)[O],solvate,3,ACIKIH
C[NH](C)CC[NH](C)C,Fc1c(F)c(F)c(c(F)c1F)[C](F)F,salt,1,ACIRIO
CC(=O)OC1C(=C2c3cccc4cccc(c34)C32C1(C)C1(C)C(OC(C)=O)C(=C2c4cccc5cccc(c45)C312)C)C,c1ccccc1,cocrystal,2,ACMNPH
ClC1=C(Cl)C(=O)C(=C(Cl)C1=O)Cl,C1Cc2cccc3cccc1c23,cocrystal,2,ACNTCB
N#CC(C#N)=C1C=CC(C=C1)=C(C#N)C#N,C1Cc2cccc3cccc1c23,cocrystal,2,ACNTCQ
Brc1ccc(Br)c2N=C(Nc12)c1ccc(cc1)C1=Nc2c(Br)ccc(Br)c2N1,C1COCCOCCOCCOCCOCCOCCOCCO1,cocrystal,2,ACOFAC
c1ccc(C=Cc2ccccn2)nc1,OC(=O)c1cccc2cccc(C(O)=O)c12,cocrystal,2,ACOGII
c1cc(ccn1)C1C(C(C1c1ccncc1)c1ccncc1)c1ccncc1,OC(=O)c1cccc2cccc(C(O)=O)c12,cocrystal,2,ACOGOO
OC1=C(Cl)C(=O)C(=C(Cl)C1=O)O,O=C1NC=CC=C1,cocrystal,2,ACOJIO
ClC1=C([O])C(=O)C(=C([O])C1=O)Cl,Oc1c[nH]ccc1,salt,1,ACOJOU
Oc1cc[nH]cc1,ClC1=C([O])C(=O)C(=C([O])C1=O)Cl,salt,1,ACOJUA
COc1cc(C)[nH]c(N)n1,O=C([O])c1cccc(c1)C(=O)[O],salt,1,ACOMEN
NC(=O)c1ccncc1,OC(=O)C1CC1,cocrystal,2,ACOMOW
OC(=O)C1CCC1,NC(=O)c1ccncc1,cocrystal,2,ACOMUC
NC(=O)c1ccncc1,OC(=O)C1CCCCC1,cocrystal,2,ACONIR
NC(=O)c1cnccn1,OC(=O)c1cc(O)cc(O)c1,cocrystal,2,ACOPOA
NC(=O)c1cnccn1,COc1cc(C=CC(O)=O)ccc1O,cocrystal,2,ACOPUG
[NH3]C(C)c1ccccc1,CCP(=O)([S])Oc1ccccc1,salt,1,ACOSIV
[NH3]C(C)c1ccccc1C,CCP(=O)([S])Oc1ccccc1,salt,1,ACOSOB
[NH3]C(C)c1ccc(F)cc1,CCP(=O)([S])Oc1ccccc1,salt,1,ACOSUH
Brc1ccc(cc1)S(=O)(=O)[O],COCC(O)COc1ccc(NC(=O)CC[N](C)(C)C)cc1,salt,1,ACOVOE
Oc1cccc(O)c1,C(Cc1ccncc1)c1ccncc1,cocrystal,2,ACOYOG
Oc1ccc(Cl)c(O)c1,C(Cc1ccncc1)c1ccncc1,cocrystal,2,ACOYUM
F[P](F)(F)(F)(F)F,CCC1=C2NC(=C1C)C=Nc1cc(OC)c(OC)cc1N=CC1=[NH]C(=CC3=NC(=C2)C(=C3CC)CC)C(=C1C)CC,solvate,3,ACOZIB
S=P1(N2CCC[NH2]CCNCCCN1CC2)c1ccccc1,O=S(=O)([O])[O],solvate,3,ACOZOI
COc1ccc2[nH]c3ccccc3c(Nc3ccc(NS(C)(=O)=O)cc3)c2c1,CS(=O)(=O)[O],salt,1,ACRMSB
CC(=O)C[S]1CCCSCCC1,O=[Cl](=O)(=O)[O],salt,1,ACTHCO10
S=P1(N2CC[NH2]CCNCCN1CC2)c1ccccc1,O=S(=O)([O])[O],solvate,3,ACUBAC
NNC(=O)c1ccncc1,OC(=O)c1ccc(cc1)C#N,cocrystal,2,ACUDAG
Nc1ccc(cc1)C(O)=O,NNC(=O)c1ccncc1,cocrystal,2,ACUDEK
NNC(=O)c1ccncc1,OC(=O)c1ccc(cc1)N(=O)=O,cocrystal,2,ACUDIO
[nH]1ccc(cc1)C=Cc1c2ccccc2c(C=Cc2cc[nH]cc2)c2ccccc12,O=S(=O)([O])[O],solvate,3,ACUKIV
F[P](F)(F)(F)(F)F,COc1cc(ccc1[NH]1CCOCCOCCOCCOCC1)N=Nc1ccc(cc1)N(=O)=O,salt,1,ACUPIX
OP(O)(=O)[O],[NH2]1CCN2CC[NH2]Cc3ccccc3OCCN(CCOc3ccccc3C1)CCOc1ccccc1CNCC2,solvate,3,ACUXIG
O=C1CCC(=O)N1P1C(=O)c2ccccc2C1=O,Cc1ccccc1,cocrystal,2,ADAGUL
OC(=O)CNC(=O)OCC1c2ccccc2c2ccccc12,Nc1nc(N)nc(N)n1,solvate,3,ADAHAR
Cc1cc2Cc3cc(C)cc(c3OP(=O)([O])Oc2c(c1)C(C)(C)C)C(C)(C)C,N1C=[NH]C=C1,solvate,3,ADAKAR
Cc1cc2Cc3cc(C)cc(c3OP(=O)([O])Oc2c(c1)C(C)(C)C)C(C)(C)C,NC1=[NH]C(=O)NC=C1,solvate,3,ADALAS
Cc1cc2Cc3cc(C)cc(c3OP(=O)([O])Oc2c(c1)C(C)(C)C)C(C)(C)C,Nc1[nH]cnc2NC=Nc12,solvate,3,ADALEW
OC(=O)C1[NH2]CCC1,Cc1cc2Cc3cc(C)cc(c3OP(=O)([O])Oc2c(c1)C(C)(C)C)C(C)(C)C,salt,1,ADALIA
[NH3]Cc1ccccc1,Oc1ccc(cc1C(=O)[O])S(=O)(=O)[O],salt,1,ADAPUR
Clc1ccc(cc1)S(=O)(=O)[O],COc1ccc(C=Cc2ccc3ccccc3[n]2C)cc1O,salt,1,ADAQIG
C1CCC(CC1)NC1CCCCC1,ON=C1CCCCC1,cocrystal,2,ADARIH
O=N(=O)[O],Cc1[nH]c2nc(Cl)ccc2c(C)c1,salt,1,ADASEE
Cc1[nH]c(C)ccc1,O=C1[N]S(=O)(=O)c2ccccc12,salt,1,ADATIJ
O=C([O])CCCC(=O)[O],[NH3]C(CCCNC(N)=[NH2])C(=O)[O],solvate,3,ADAVIK
OC(=O)CCCC(=O)[O],[NH3]C(Cc1[nH]c[nH]c1)C(=O)[O],solvate,3,ADAVOQ
OC(=O)CCCC(=O)[O],[NH3]C(Cc1[nH]c[nH]c1)C(=O)[O],salt,1,ADAVUW
[NH4],NNC(=O)C1=NN=NN1[O],salt,1,ADAWIP
NNC(NN)=[NH]N,NNC(=O)C1=NN=NN1[O],solvate,3,ADAWOV
NNC(N)=[NH]N,NNC(=O)C1=NN=NN1[O],salt,1,ADEBOE
Cc1ccn([O])cc1,O=C1NS(=O)(=O)c2ccccc12,cocrystal,2,ADECIW
Nc1ccc(cc1)S(=O)(=O)N=C1NC=CS1,c1ccncc1,cocrystal,2,ADEDIX
O=N(=O)[O],Oc1ccccc1C=NCC[NH2]CCN=Cc1ccccc1O,salt,1,ADEHAV
[NH3]N,NNC(=O)C1=NN=NN1[O],salt,1,ADEHEA
O=N(=O)[O],N(C(Nc1ccccc1)=[NH]c1ccccc1)c1ccccc1,salt,1,ADEHUN
OC(=O)C(=O)[O],COCC12C[NH2]C3C4C(OC)C1C3(C(CC2)OC)c1cc(OC)ccc1C4=O,salt,1,ADELOX10
C[NH](C)CCOC(c1ccccc1)c1ccccc1,CC1=CC(=O)[N]S(=O)(=O)O1,salt,1,ADENIJ
OP(O)(=O)[O],Nc1[nH]cnc2NC=Nc12,salt,1,ADENPH
Nc1[nH]cnc2NC=[NH]c12,O=S(=O)([O])[O],salt,1,ADENSL
C[N](C)(C)C,S=C1[S]C(=S)C(=S)[S]1,solvate,3,ADEPOO
C[N](C)(C)C,S=C1SC(=C(SSC2=C([S])SC(=S)S2)S1)[S],salt,1,ADEPUU
c1ccc(cc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,S=C1SC(=C(S1)C1=C(SSC2=C(SC(=S)S2)C2=C([S])SC(=S)S2)SC(=S)S1)[S],salt,1,ADEQAB
FC(F)(F)S(=O)(=O)[O],O=N(=O)c1ccc2[I]c3cc4c([I]c5ccc(cc45)N(=O)=O)cc3c2c1,solvate,3,ADEQEJ
FC(F)(F)S(=O)(=O)[O],CCC1C[N]23CCC1CC2C(OC(C)(O)C3)c1ccnc2ccc(OC)cc12,salt,1,ADESEI
O=S(=O)([O])[O],Nc1[n](O)cnc2NC=[NH]c12,salt,1,ADESON10
Nc1[nH]cnc2NC=Nc12,O=S(=O)([O])[O],solvate,3,ADESUL
Cc1cc(C)nc(N)n1,OC(=O)c1ccc(O)cc1,cocrystal,2,ADETOT
Nc1[nH]ccnc1,ClC(Cl)(Cl)C(=O)[O],salt,1,ADEYOA
Nc1[nH]ccnc1,OP(O)(=O)[O],salt,1,ADEYUG
[nH]1ccc(cc1)C=Cc1cc[nH]cc1,OP(O)(=O)[O],salt,1,ADEZER
OCC1C(CC2=C(CCCC2)C1(O)c1ccccc1)c1ccccc1,Cc1ccccc1,cocrystal,2,ADIFIE
CCN1C=NC2=C1N=CN=C2N,CSCOC(=O)C1(C)CC2(C)CC(C)(C1)C(=O)NC2=O,cocrystal,2,ADIHOK
FC(F)(F)C(=O)[O],[NH3]C(CCCNC(N)=[NH2])C(=O)[O],salt,1,ADIHOL
[NH3]Cc1ccc2OCOc2c1,COc1ccc(C=CC(=O)c2ccccc2)cc1S(=O)(=O)[O],solvate,3,ADIJIH
Cc1[nH]c(N)ccc1,O=Cc1ccccc1C(=O)[O],solvate,3,ADIJUT
OC(C1CC2CC[NH]1CC2C=C)c1cc[nH]c2ccccc12,O=[Cl](=O)(=O)[O],salt,1,ADIKII
[NH3]c1ccc(cc1)N(=O)=O,O=S(=O)([O])c1ccccc1,salt,1,ADIZIA
CC(=O)[O],Cc1[nH]c(N)c(C)c2Nc3ccccc3c12,salt,1,ADMINA
[NH4],COP(=O)([O])OC,salt,1,ADMPOS10
CC1(CO)C(O)CCC2(C)C1CCC13CC4C(CC21)C4(C)C3,CC1(CCC2C(=CCC3C(C)(CO)C(O)CCC23C)C1)C=C,cocrystal,2,ADOFIJ
c1ccccc1,Brc1ccc(NC(=O)C2CCCN2C(=O)c2ccccc2NC(=O)c2ccccc2N(=O)=O)cc1,cocrystal,2,ADOHEI
NC(=S)NN=Cc1[nH]cccc1,O=[Cl](=O)(=O)[O],salt,1,ADOKIN
BrC1=CNC(=O)NC1=O,Nc1ncnc2N(C=Nc12)C1OC(CO)C(O)C1O,cocrystal,2,ADOSBU
CN(=O)=O,COc1ccc2c3Oc4c(CC(=O)NC(C(C)O)C(=O)NCC(=O)NCc13)c(OC)ccc4C2(C)C,cocrystal,2,ADOTAO
CN(C)c1cc[nH]cc1,CC(NC(=O)C(C)N1C(=O)C2(C)CC(C)(CC(C)(C2)C1=O)C(=O)[O])C(=O)NC(C)C(=O)Nc1ccccc1,salt,1,ADOZOI
Cc1cc2N=C3C(=O)NC(=O)N=C3N(CC(O)C(O)C(O)CO)c2cc1C,Nc1ncnc2NC=Nc12,solvate,3,ADRBFT10
OC(C(O)C(=O)[O])C(O)=O,C[NH2]CC(O)c1ccc(O)c(O)c1,salt,1,ADRTAR
CC(C)(C)[PH](Cc1ccccc1C[PH](C(C)(C)C)C(C)(C)C)C(C)(C)C,CS(=O)(=O)[O],salt,1,ADUBOU
C[P](C)(C)[P](C)(C)C,FC(F)(F)S(=O)(=O)[O],salt,1,ADUCEI
CC(C)[P](C(C)C)(C(C)C)[P](C)(C)C,FC(F)(F)S(=O)(=O)[O],salt,1,ADUCIM
Clc1c(Cl)c(C#N)c(Cl)c(Cl)c1C#N,Cc1c(C)c(C)c(C)c(C)c1C,cocrystal,2,ADULEQ
OC(=O)c1cc(O)cc(O)c1,NC1=NN=NN1,solvate,3,ADUNIA
CCS(=O)(=O)C12CC[NH]3CCCc4cc5OCOc5cc4C13CCC=C2,O=N(=O)c1cc(c([O])c(c1)N(=O)=O)N(=O)=O,solvate,3,ADUPUL
Oc1cccc(O)c1,N#Cc1ccc(C=Cc2ccc(cc2)C#N)cc1,cocrystal,2,ADUQEZ
CC[NH2]CC,OC(=O)C1=C(NC=N1)C(=O)[O],salt,1,ADUWIG
NNC(N)=[NH2],O=N(=O)N=C1N[N]C(=N1)COCC1=NC(N[N]1)=NN(=O)=O,salt,1,ADUYUX
OC(=O)c1cc(cc(c1)C(O)=O)C(O)=O,CN(C)c1ccc(cc1)N=Nc1ccccc1C(O)=O,cocrystal,2,AFABEP
Nc1nc(N)nc(N)n1,CN1C(=O)NC(=O)C=C1CO,cocrystal,2,AFABOZ
Cc1nc(N)nc(N)n1,CN1C(=CC(=O)NC1=O)C,cocrystal,2,AFABUF
Cc1c(Cl)cccc1Nc1ccccc1C(=O)[O],CC[NH]1CCN(CC1)c1cc2N(C=C(C(O)=O)C(=O)c2cc1F)C1CC1,solvate,3,AFAJOK
F[P](F)(F)(F)(F)F,C#CC[P](c1ccccc1)(c1ccccc1)c1ccccc1,salt,1,AFAKOJ
F[P](F)(F)(F)(F)F,COC(=C)C[P](c1ccccc1)(c1ccccc1)c1ccccc1,salt,1,AFALAW
Br[Br]Br,CC1O[S](=O)(C=C1Br)c1ccc(Br)cc1,salt,1,AFAYAI
COc1ccc2c3cccc4[n]3c(c3ccccc43)c(c3ccccc3)c2c1,FC(F)(F)S(=O)(=O)[O],salt,1,AFAYEO
COc1ccc2c(ccc3c4cccc5[n]4c(c4ccccc54)c(c4ccccc4)c23)c1,FC(F)(F)S(=O)(=O)[O],salt,1,AFAYIS
[NH3]CCCCCC[NH3],CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc([O])cc1,salt,1,AFAYUB
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,c1ccc(nc1)c1ccccn1,cocrystal,2,AFAZAI
Oc1c2Cc3cccc(Cc4cccc(Cc5cccc(Cc1ccc2)c5O)c4[O])c3O,CC[NH](CC)CC,salt,1,AFEBES
Oc1c2Cc3cccc(Cc4cccc(Cc5cccc(Cc1ccc2)c5O)c4[O])c3O,CC[NH](CC)CC,solvate,3,AFEBIW
F[P](F)(F)(F)(F)F,[S]1c2ccccc2C2=C1c1ccccc1S2,salt,1,AFEBIY
Nc1cc[nH]cc1,Clc1cc(ccc1C(=O)[O])N(=O)=O,salt,1,AFEDIY
Nc1cc[nH]cc1,Clc1ccc(cc1C(=O)[O])N(=O)=O,salt,1,AFEDOE
Nc1cc[nH]cc1,Clc1ccc(c(c1)C(=O)[O])N(=O)=O,salt,1,AFEDUK
Nc1cc[nH]cc1,Clc1ccc(C(=O)[O])c(c1)N(=O)=O,salt,1,AFEFAS
O=C([O])c1ccc(cc1)c1ccc(cc1)C(=O)[O],Nc1[nH]c(N)nc(N)n1,solvate,3,AFEFID
OC(=O)c1cc(F)c(F)c(F)c1F,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,cocrystal,2,AFEMIJ
OC(=O)c1c(F)cccc1F,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,cocrystal,2,AFEQEJ
OC(=O)c1cc(F)ccc1F,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,cocrystal,2,AFEQIN
OC(=O)c1cccc(F)c1F,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,cocrystal,2,AFEQOT
CC[NH](CC)CC,O=C([O])C1CSC(=S)N1,salt,1,AFEQOU
OC(=O)c1cccc(F)c1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,cocrystal,2,AFEQUZ
OC(=O)c1ccccc1F,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,cocrystal,2,AFERAG
OC(=O)c1ccccc1,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,cocrystal,2,AFEREK
O=C([O])c1cc(cc(c1)N(=O)=O)N(=O)=O,CCc1[nH]c(N)nc(N)c1c1ccc(Cl)cc1,salt,1,AFESOU
